,name,style,ounces,brewery_name,city,state
1488,Paleo IPA,English India Pale Ale (IPA),12.0,North Country Brewing Company,Slippery Rock, PA
1489,Buck Snort Stout,American Stout,12.0,North Country Brewing Company,Slippery Rock, PA
1490,Station 33 Firehouse Red,Irish Red Ale,12.0,North Country Brewing Company,Slippery Rock, PA
1491,Slimy Pebble Pils,German Pilsener,12.0,North Country Brewing Company,Slippery Rock, PA
1492,Get Together,American IPA,16.0,NorthGate Brewing ,Minneapolis, MN
1493,Maggie's Leap,Milk / Sweet Stout,16.0,NorthGate Brewing ,Minneapolis, MN
1494,Wall's End,English Brown Ale,16.0,NorthGate Brewing ,Minneapolis, MN
1495,Pumpion,Pumpkin Ale,16.0,NorthGate Brewing ,Minneapolis, MN
1496,Stronghold,American Porter,16.0,NorthGate Brewing ,Minneapolis, MN
1497,Parapet ESB,Extra Special / Strong Bitter (ESB),16.0,NorthGate Brewing ,Minneapolis, MN
1498,Blue Boots IPA,American IPA,16.0,Northampton Brewery,Northamtpon, MA
1499,Hoppy Bitch IPA,American IPA,16.0,Northwest Brewing Company,Pacific, WA
1500,Three Skulls Ale Pale Ale,American Pale Ale (APA),16.0,Northwest Brewing Company,Pacific, WA
1501,Walter's Premium Pilsener Beer,German Pilsener,12.0,Northwoods Brewpub,Eau Claire, WI
1502,Floppin' Crappie,American Pale Wheat Ale,12.0,Northwoods Brewpub,Eau Claire, WI
1503,Left of the Dial IPA,American IPA,12.0,Notch Brewing Company,Ipswich, MA
1504,Notch Session Pils,Czech Pilsener,12.0,Notch Brewing Company,Ipswich, MA
1505,O'Fallon Pumpkin Beer,Pumpkin Ale,12.0,O'Fallon Brewery,O'Fallon, MO
1506,5 Day IPA,American IPA,12.0,O'Fallon Brewery,O'Fallon, MO
1507,O'Fallon Wheach,Fruit / Vegetable Beer,12.0,O'Fallon Brewery,O'Fallon, MO
1508,Watershed IPA,American IPA,12.0,Oakshire Brewing,Eugene, OR
1509,Oakshire Amber Ale,American Amber / Red Ale,12.0,Oakshire Brewing,Eugene, OR
1510,Overcast Espresso Stout,American Stout,12.0,Oakshire Brewing,Eugene, OR
1511,Watershed IPA (2013),American IPA,12.0,Oakshire Brewing,Eugene, OR
1512,Lake Monster,Baltic Porter,16.0,Oasis Texas Brewing Company,Austin, TX
1513,London Homesick Ale,English Bitter,12.0,Oasis Texas Brewing Company,Austin, TX
1514,Luchesa Lager,Keller Bier / Zwickel Bier,12.0,Oasis Texas Brewing Company,Austin, TX
1515,Slow Ride,American Pale Ale (APA),12.0,Oasis Texas Brewing Company,Austin, TX
1516,Occidental Hefeweizen,American Pale Wheat Ale,16.0,Occidental Brewing Company,Portland, OR
1517,Occidental Dunkel,Dunkelweizen,16.0,Occidental Brewing Company,Portland, OR
1518,Occidental Altbier,Altbier,16.0,Occidental Brewing Company,Portland, OR
1519,Occidental Kölsch,Kölsch,16.0,Occidental Brewing Company,Portland, OR
1520,Perpetual Darkness,Belgian Strong Dark Ale,12.0,Odyssey Beerwerks,Arvada, CO
1521,Clan Warrior,Scotch Ale / Wee Heavy,12.0,Odyssey Beerwerks,Arvada, CO
1522,Psycho Penguin Vanilla Porter,American Porter,12.0,Odyssey Beerwerks,Arvada, CO
1523,Heliocentric Hefeweizen,Hefeweizen,12.0,Odyssey Beerwerks,Arvada, CO
1524,Ghose Drifter Pale Ale,American Pale Ale (APA),12.0,Odyssey Beerwerks,Arvada, CO
1525,Ghost Rider Pale Ale (2013),American Pale Ale (APA),12.0,Odyssey Beerwerks,Arvada, CO
1526,Helios Hefeweizen (2013),Hefeweizen,12.0,Odyssey Beerwerks,Arvada, CO
1527,The Hole in Hadrian's Wall,Scottish Ale,16.0,Okoboji Brewing Company,Spirit Lake, IA
1528,33 Select Brown Ale,American Brown Ale,16.0,Okoboji Brewing Company,Spirit Lake, IA
1529,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,16.0,Okoboji Brewing Company,Spirit Lake, IA
1530,Boji Blue Pale Ale,American Pale Ale (APA),16.0,Okoboji Brewing Company,Spirit Lake, IA
1531,Winter Games Select #32 Stout,American Stout,16.0,Okoboji Brewing Company,Spirit Lake, IA
1532,Boji Beach Golden Rye Ale,Rye Beer,16.0,Okoboji Brewing Company,Spirit Lake, IA
1533,Hopsmith Pale Lager,American Pale Lager,16.0,Old Forge Brewing Company,Danville, PA
1534,Falling Down Brown Ale,American Brown Ale,16.0,Old Forge Brewing Company,Danville, PA
1535,Resolution Rye Stout,American Stout,16.0,Old Forge Brewing Company,Danville, PA
1536,Plowshare Porter,American Porter,16.0,Old Forge Brewing Company,Danville, PA
1537,Old Forge Pumpkin Ale,Pumpkin Ale,16.0,Old Forge Brewing Company,Danville, PA
1538,Endless Sun Ale,American Pale Wheat Ale,16.0,Old Forge Brewing Company,Danville, PA
1539,Celestial Blonde Ale,American Blonde Ale,16.0,Old Forge Brewing Company,Danville, PA
1540,Overbite IPA,American IPA,16.0,Old Forge Brewing Company,Danville, PA
1541,T-Rail Pale Ale,American Pale Ale (APA),16.0,Old Forge Brewing Company,Danville, PA
1542,Endless Summer Ale (2011),American Pale Wheat Ale,16.0,Old Forge Brewing Company,Danville, PA
1543,Clem's Gold,American Pale Lager,16.0,Orlison Brewing Company,Airway Heights, WA
1544,Lizzy's Red,American Amber / Red Lager,16.0,Orlison Brewing Company,Airway Heights, WA
1545,Orlison India Pale Lager,American Pale Lager,16.0,Orlison Brewing Company,Airway Heights, WA
1546,Brünette,Euro Dark Lager,16.0,Orlison Brewing Company,Airway Heights, WA
1547,Havanüther,Light Lager,16.0,Orlison Brewing Company,Airway Heights, WA
1548,Lyric Ale,Saison / Farmhouse Ale,12.0,Orpheus Brewing,Atlanta, GA
1549,Atalanta,Saison / Farmhouse Ale,12.0,Orpheus Brewing,Atlanta, GA
1550,Pinner Throwback IPA,American IPA,12.0,Oskar Blues Brewery,Longmont, CO
1551,Centennial State Pale Ale,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO
1552,Old Chub NITRO,Scotch Ale / Wee Heavy,16.0,Oskar Blues Brewery,Longmont, CO
1553,Icey.P.A.,American IPA,16.0,Oskar Blues Brewery,Longmont, CO
1554,One Nut Brown,English Brown Ale,12.0,Oskar Blues Brewery,Longmont, CO
1555,Birth IPA,American IPA,12.0,Oskar Blues Brewery,Longmont, CO
1556,Dale's Pale Ale,American Pale Ale (APA),12.0,Oskar Blues Brewery,Longmont, CO
1557,Dale's Pale Ale,American Pale Ale (APA),12.0,Oskar Blues Brewery,Longmont, CO
1558,Mama's Little Yella Pils,Czech Pilsener,19.2,Oskar Blues Brewery,Longmont, CO
1559,oSKAr the G'Rauch,American IPA,19.2,Oskar Blues Brewery,Longmont, CO
1560,oSKAr the G'Rauch,American IPA,16.0,Oskar Blues Brewery,Longmont, CO
1561,Dale's Pale Ale,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO
1562,The Deuce,American Brown Ale,16.0,Oskar Blues Brewery,Longmont, CO
1563,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),12.0,Oskar Blues Brewery,Longmont, CO
1564,Dale's Pale Ale (2012),American Pale Ale (APA),12.0,Oskar Blues Brewery,Longmont, CO
1565,Gordon Imperial Red (2010),American Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont, CO
1566,Dale's Pale Ale (2011),American Pale Ale (APA),12.0,Oskar Blues Brewery,Longmont, CO
1567,Dale's Pale Ale (2010),American Pale Ale (APA),12.0,Oskar Blues Brewery,Longmont, CO
1568,G'KNIGHT (16 oz.),American Double / Imperial IPA,16.0,Oskar Blues Brewery,Longmont, CO
1569,15th Anniversary Abbey Ale (2012),Belgian Dark Ale,16.0,Oskar Blues Brewery,Longmont, CO
1570,Chaka,Belgian Strong Pale Ale,16.0,Oskar Blues Brewery,Longmont, CO
1571,HGH (Home Grown Hops): Part Duh,American Strong Ale,12.0,Oskar Blues Brewery,Longmont, CO
1572,Deviant Dale's IPA,American Double / Imperial IPA,16.0,Oskar Blues Brewery,Longmont, CO
1573,One Hit Wonder,American Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont, CO
1574,G'KNIGHT (12 oz.),American Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont, CO
1575,Ten Fidy Imperial Stout,Russian Imperial Stout,12.0,Oskar Blues Brewery,Longmont, CO
1576,Mama's Little Yella Pils,Czech Pilsener,12.0,Oskar Blues Brewery,Longmont, CO
1577,GUBNA Imperial IPA,American Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont, CO
1578,Old Chub,Scottish Ale,12.0,Oskar Blues Brewery,Longmont, CO
1579,Gordon Ale (2009),American Double / Imperial IPA,12.0,Oskar Blues Brewery,Longmont, CO
1580,Dale's Pale Ale,American Pale Ale (APA),12.0,Oskar Blues Brewery,Longmont, CO
1581,Gordon (2005),American Double / Imperial IPA,12.0,Oskar Blues Brewery,Lyons, CO
1582,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,12.0,Oskar Blues Brewery,Lyons, CO
1583,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,12.0,Oskar Blues Brewery,Lyons, CO
1584,Old Chub (2008),Scottish Ale,12.0,Oskar Blues Brewery,Lyons, CO
1585,Old Chub (2004),Scottish Ale,12.0,Oskar Blues Brewery,Lyons, CO
1586,Old Chub (2003),Scottish Ale,12.0,Oskar Blues Brewery,Lyons, CO
1587,Dale's Pale Ale (2008),American Pale Ale (APA),12.0,Oskar Blues Brewery,Lyons, CO
1588,Dale's Pale Ale (2006),American Pale Ale (APA),12.0,Oskar Blues Brewery,Lyons, CO
1589,Dale's Pale Ale (2004),American Pale Ale (APA),12.0,Oskar Blues Brewery,Lyons, CO
1590,Dale's Pale Ale (2003),American Pale Ale (APA),12.0,Oskar Blues Brewery,Lyons, CO
1591,Dale's Pale Ale (2002),American Pale Ale (APA),12.0,Oskar Blues Brewery,Lyons, CO
1592,Leroy (2005),American Brown Ale,12.0,Oskar Blues Brewery,Lyons, CO
1593,Gordon Beer (2006),American Double / Imperial IPA,12.0,Oskar Blues Brewery,Lyons, CO
1594,G'KNIGHT,American Double / Imperial IPA,12.0,Oskar Blues Brewery (North Carol...,Brevard, NC
1595,Ten Fidy,Russian Imperial Stout,12.0,Oskar Blues Brewery (North Carol...,Brevard, NC
1596,Deviant Dale's IPA,American Double / Imperial IPA,16.0,Oskar Blues Brewery (North Carol...,Brevard, NC
1597,Old Chub,Scottish Ale,12.0,Oskar Blues Brewery (North Carol...,Brevard, NC
1598,Dale's Pale Ale,American Pale Ale (APA),19.2,Oskar Blues Brewery (North Carol...,Brevard, NC
1599,Dale's Pale Ale,American Pale Ale (APA),12.0,Oskar Blues Brewery (North Carol...,Brevard, NC
1600,Fresh Slice White IPA,American White IPA,12.0,Otter Creek Brewing,Middlebury, VT
1601,Overgrown American Pale Ale,American Pale Ale (APA),12.0,Otter Creek Brewing,Waterbury, VT
1602,Ozark American Pale Ale,American Pale Ale (APA),12.0,Ozark Beer Company,Rogers, AR
1603,Hula Hoppie Session IPA,American IPA,12.0,Palisade Brewing Company,Palisade, CO
1604,Dirty Hippie Dark Wheat,American Dark Wheat Ale,12.0,Palisade Brewing Company,Palisade, CO
1605,Rustic Red,Irish Red Ale,16.0,Pateros Creek Brewing Company,Fort Collins, CO
1606,Stimulator Pale Ale,American Pale Ale (APA),16.0,Pateros Creek Brewing Company,Fort Collins, CO
1607,Old Town Ale,Kölsch,16.0,Pateros Creek Brewing Company,Fort Collins, CO
1608,Car 21,English Bitter,16.0,Pateros Creek Brewing Company,Fort Collins, CO
1609,Cache La Porter,American Porter,16.0,Pateros Creek Brewing Company,Fort Collins, CO
1610,Rodeo Rye Pale Ale,American Pale Ale (APA),12.0,Payette Brewing Company,Garden City, ID
1611,Outlaw IPA,American IPA,12.0,Payette Brewing Company,Garden City, ID
1612,North Fork Lager,American Pale Lager,12.0,Payette Brewing Company,Garden City, ID
1613,Payette Pale Ale,American Pale Ale (APA),12.0,Payette Brewing Company,Garden City, ID
1614,Mutton Buster,American Brown Ale,12.0,Payette Brewing Company,Garden City, ID
1615,Side Kick Kölsch,Kölsch,12.0,Peace Tree Brewing Company,Knoxville, IA
1616,Fresh Cut Pilsner,American Pilsner,12.0,Peak Organic Brewing Company,Portland, ME
1617,Summer Session Ale,American Pale Wheat Ale,12.0,Peak Organic Brewing Company,Portland, ME
1618,Lobo Lito,Light Lager,12.0,Pedernales Brewing Company,Fredericksburg, TX
1619,Robert Earl Keen Honey Pils,American Pilsner,12.0,Pedernales Brewing Company,Fredericksburg, TX
1620,Mound Builder IPA,American IPA,12.0,People's Brewing Company,Lafayette, IN
1621,Amazon Princess IPA,American IPA,12.0,People's Brewing Company,Lafayette, IN
1622,Farmer's Daughter Wheat,American Pale Wheat Ale,12.0,People's Brewing Company,Lafayette, IN
1623,People's Pilsner,German Pilsener,12.0,People's Brewing Company,Lafayette, IN
1624,Hotbox Brown,American Brown Ale,12.0,Perrin Brewing Company,Comstock Park, MI
1625,Gold,American Blonde Ale,12.0,Perrin Brewing Company,Comstock Park, MI
1626,Black,American Black Ale,12.0,Perrin Brewing Company,Comstock Park, MI
1627,98 Problems (Cuz A Hop Ain't One),American IPA,12.0,Perrin Brewing Company,Comstock Park, MI
1628,Veteran’s Pale Ale (VPA),American Pale Ale (APA),12.0,Perrin Brewing Company,Comstock Park, MI
1629,Grapefruit IPA,American IPA,12.0,Perrin Brewing Company,Comstock Park, MI
1630,Pete's ESP Lager (1998),American Pale Lager,12.0,Pete's Brewing Company,San Antonio, TX
1631,Pete's Wicked Summer Brew (1995),American Pale Wheat Ale,12.0,Pete's Brewing Company,San Antonio, TX
1632,Pete's Wicked Bohemian Pilsner (1997),Czech Pilsener,12.0,Pete's Brewing Company,San Antonio, TX
1633,Pete's Wicked Pale Ale (1997),American Pale Ale (APA),12.0,Pete's Brewing Company,San Antonio, TX
1634,Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,12.0,Pete's Brewing Company,San Antonio, TX
1635,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,12.0,Pete's Brewing Company,San Antonio, TX
1636,Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,12.0,Pete's Brewing Company,San Antonio, TX
1637,Sparkle,American Pale Lager,16.0,Petoskey Brewing,Petoskey, MI
1638,North 45 Amber Ale,American Amber / Red Ale,16.0,Petoskey Brewing,Petoskey, MI
1639,Horny Monk,Dubbel,16.0,Petoskey Brewing,Petoskey, MI
1640,Mind's Eye PA,American IPA,16.0,Petoskey Brewing,Petoskey, MI
1641,Camelback,American IPA,12.0,Phoenix Ale Brewery,Phoenix, AZ
1642,Local 5 Pale Ale,American Pale Ale (APA),16.0,Pikes Peak Brewing Company,Monument, CO
1643,Devils Head Red Ale,American Amber / Red Ale,16.0,Pikes Peak Brewing Company,Monument, CO
1644,Elephant Rock IPA,American IPA,12.0,Pikes Peak Brewing Company,Monument, CO
1645,Black Bay Milk Stout,Milk / Sweet Stout,12.0,Pine Street Brewery,San Francisco, CA
1646,Atom Splitter Pale Ale,American Pale Ale (APA),12.0,Pine Street Brewery,San Francisco, CA
1647,Hot Date Ale,Chile Beer,16.0,Piney River Brewing Company,Bucryus, MO
1648,Masked Bandit IPA,American Black Ale,16.0,Piney River Brewing Company,Bucryus, MO
1649,Sweet Potato Ale,Fruit / Vegetable Beer,16.0,Piney River Brewing Company,Bucryus, MO
1650,Float Trip Ale,American Blonde Ale,16.0,Piney River Brewing Company,Bucryus, MO
1651,Old Tom Porter,American Porter,16.0,Piney River Brewing Company,Bucryus, MO
1652,Black Walnut Wheat,American Dark Wheat Ale,16.0,Piney River Brewing Company,Bucryus, MO
1653,McKinney Eddy Amber Ale,American Amber / Red Ale,16.0,Piney River Brewing Company,Bucryus, MO
1654,Missouri Mule India Pale Ale,American IPA,16.0,Piney River Brewing Company,Bucryus, MO
1655,Blood of the Unicorn,American Amber / Red Ale,16.0,Pipeworks Brewing Company,Chicago, IL
1656,GreyBeard™ IPA,American IPA,12.0,Pisgah Brewing Company,Black Mountain, NC
1657,Pisgah Pale Ale,American Pale Ale (APA),12.0,Pisgah Brewing Company,Black Mountain, NC
1658,PONTO S.I.P.A.,American IPA,16.0,Pizza Port Brewing Company,Carlsbad, CA
1659,Chronic Ale,American Amber / Red Ale,16.0,Pizza Port Brewing Company,Carlsbad, CA
1660,Swami's India Pale Ale,American IPA,16.0,Pizza Port Brewing Company,Carlsbad, CA
1661,New Cleveland Palesner,American Pilsner,12.0,Platform Beer Company,Cleveland, OH
1662,Mazzie,American Pale Ale (APA),12.0,Pollyanna Brewing Company,Lemont, IL
1663,Big Chuck Barleywine,American Barleywine,12.0,Portside Brewery,Cleveland, OH
1664,Ponderosa IPA,American IPA,12.0,Prescott Brewing Company,Prescott, AZ
1665,Liquid Amber Ale,American Amber / Red Ale,12.0,Prescott Brewing Company,Prescott, AZ
1666,Morning Wood Wheat (Current),American Pale Wheat Ale,12.0,Pug Ryan's Brewery,Dillon, CO
1667,Hideout Helles,Munich Helles Lager,12.0,Pug Ryan's Brewery,Dillon, CO
1668,Dead Eye Dunkel,Munich Dunkel Lager,12.0,Pug Ryan's Brewery,Dillon, CO
1669,Peacemaker Pilsner,Czech Pilsener,12.0,Pug Ryan's Brewery,Dillon, CO
1670,Over the Rail Pale Ale,American Pale Ale (APA),12.0,Pug Ryan's Brewery,Dillon, CO
1671,Pallavicini Pilsner (2009),Czech Pilsener,12.0,Pug Ryan's Brewery,Dillon, CO
1672,Morning Wood Wheat (Current),American Pale Wheat Ale,12.0,Pug Ryan's Brewery,Dillon, CO
1673,Pyramid Hefeweizen (2011),Hefeweizen,12.0,Pyramid Breweries,Seattle, WA
1674,Haywire Hefeweizen (2010),Hefeweizen,16.0,Pyramid Breweries,Seattle, WA
1675,Golden Fleece,Belgian Pale Ale,12.0,Quest Brewing Company,Greenville, SC
1676,Smoking Mirror,American Porter,12.0,Quest Brewing Company,Greenville, SC
1677,Rahr's Blonde,Munich Helles Lager,12.0,Rahr & Sons Brewing Company,Fort Worth, TX
1678,Pride of Texas Pale Ale,American Pale Ale (APA),12.0,Rahr & Sons Brewing Company,Fort Worth, TX
1679,18th Anniversary Gose,Gose,12.0,Real Ale Brewing Company,Blanco, TX
1680,White (2015),Witbier,12.0,Real Ale Brewing Company,Blanco, TX
1681,BLAKKR,American Black Ale,12.0,Real Ale Brewing Company,Blanco, TX
1682,Firemans #4 Blonde Ale (2013),American Blonde Ale,12.0,Real Ale Brewing Company,Blanco, TX
1683,The Sword Iron Swan Ale,English Pale Ale,12.0,Real Ale Brewing Company,Blanco, TX
1684,Hans' Pils (2015),German Pilsener,12.0,Real Ale Brewing Company,Blanco, TX
1685,Four Squared (2015),American Blonde Ale,12.0,Real Ale Brewing Company,Blanco, TX
1686,Firemans #4 Blonde Ale (2015),American Blonde Ale,12.0,Real Ale Brewing Company,Blanco, TX
1687,Watership Brown Ale,American Brown Ale,12.0,Red Hare Brewing Company,Marietta, GA
1688,Gangway IPA,American IPA,12.0,Red Hare Brewing Company,Marietta, GA
1689,Long Day Lager,Czech Pilsener,12.0,Red Hare Brewing Company,Marietta, GA
1690,Farmer's Daughter Blonde,American Blonde Ale,16.0,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
1691,Pump House IPA,American IPA,16.0,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
1692,Suicide Blonde IPA,Belgian IPA,16.0,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
1693,Vanilla Porter,American Porter,16.0,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
1694,Honey Rye,Rye Beer,16.0,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
1695,Happy Cider,Cider,16.0,Red Tank Cider Company,Bend, OR
1696,Long Hammer IPA,American IPA,16.0,Redhook Brewery,Woodinville, WA
1697,Long Hammer IPA,American IPA,12.0,Redhook Brewery,Woodinville, WA
1698,Copper Hook (2011),American Amber / Red Ale,12.0,Redhook Brewery,Woodinville, WA
1699,Nectar of the Hops,Mead,16.0,Redstone Meadery,Boulder, CO
1700,Sunshine Nectar,Mead,16.0,Redstone Meadery,Boulder, CO
1701,Black Raspberry Nectar,Mead,16.0,Redstone Meadery,Boulder, CO
1702,Blood Orange Wit,Witbier,16.0,Refuge Brewery,Temecula, CA
1703,Consilium,American Pale Ale (APA),12.0,Renegade Brewing Company,Denver, CO
1704,Hammer & Sickle,Russian Imperial Stout,12.0,Renegade Brewing Company,Denver, CO
1705,Redacted Rye IPA,American IPA,16.0,Renegade Brewing Company,Denver, CO
1706,Elevation Triple India Pale Ale,American Double / Imperial IPA,12.0,Renegade Brewing Company,Denver, CO
1707,5:00 O'Clock Afternoon Ale,American Blonde Ale,16.0,Renegade Brewing Company,Denver, CO
1708,Ryeteous Rye IPA (2012),American IPA,16.0,Renegade Brewing Company,Denver, CO
1709,Stout Ol' Friend,American Stout,16.0,Revolution Brewing,Paonia, CO
1710,Stout Ol' Friend (2012),American Stout,16.0,Revolution Brewing,Paonia, CO
1711,Rye Porter,American Porter,16.0,Revolution Brewing,Paonia, CO
1712,Miner's Gold,American Blonde Ale,16.0,Revolution Brewing,Paonia, CO
1713,Vienna Lager,Vienna Lager,16.0,Revolution Brewing,Paonia, CO
1714,Jessie's Garage,American Pale Ale (APA),16.0,Revolution Brewing,Paonia, CO
1715,Colorado Red Ale,American Amber / Red Ale,12.0,Revolution Brewing,Paonia, CO
1716,Miner's Gold,American Blonde Ale,12.0,Revolution Brewing,Paonia, CO
1717,Fist City,American Pale Ale (APA),12.0,Revolution Brewing Company,Chicago, IL
1718,A Little Crazy,Belgian Pale Ale,12.0,Revolution Brewing Company,Chicago, IL
1719,Rosa Hibiscus Ale,Herbed / Spiced Beer,12.0,Revolution Brewing Company,Chicago, IL
1720,Fistmas Ale,Herbed / Spiced Beer,12.0,Revolution Brewing Company,Chicago, IL
1721,Oktoberfest Revolution,Märzen / Oktoberfest,12.0,Revolution Brewing Company,Chicago, IL
