id,name,style,brewery_id,ounces,brewery_id,brewery_name,city,state
1524,"A Capella Gluten Free Pale Ale","American Pale Ale (APA)",32,12,32,"James Page Brewing Company","Stevens Point"," WI"
1525,"Yabba Dhaba Chai Tea Porter","American Porter",32,12,32,"James Page Brewing Company","Stevens Point"," WI"
1526,Havanüther,"Light Lager",390,16,390,"Orlison Brewing Company","Airway Heights"," WA"
1527,Brünette,"Euro Dark Lager",390,16,390,"Orlison Brewing Company","Airway Heights"," WA"
1528,"Orlison India Pale Lager","American Pale Lager",390,16,390,"Orlison Brewing Company","Airway Heights"," WA"
1529,"Lizzy's Red","American Amber / Red Lager",390,16,390,"Orlison Brewing Company","Airway Heights"," WA"
1530,"Clem's Gold","American Pale Lager",390,16,390,"Orlison Brewing Company","Airway Heights"," WA"
1532,"Ten Fidy","Russian Imperial Stout",389,12,389,"Oskar Blues Brewery (North Carol...",Brevard," NC"
1533,G'KNIGHT,"American Double / Imperial IPA",389,12,389,"Oskar Blues Brewery (North Carol...",Brevard," NC"
1535,"Kentucky Kölsch",Kölsch,388,16,388,"Alltech's Lexington Brewing Company",Lexington," KY"
1536,"CuDa Cascadian Dark Ale","American Black Ale",387,16,387,"Natian Brewery",Portland," OR"
1537,"Undun Blonde Ale","American Blonde Ale",387,16,387,"Natian Brewery",Portland," OR"
1538,"Stout Ol' Friend","American Stout",386,16,386,"Revolution Brewing",Paonia," CO"
1539,"Monkey Fist IPA","American IPA",385,12,385,"Shipyard Brewing Company",Portland," ME"
1540,"Masked Bandit IPA","American Black Ale",314,16,314,"Piney River Brewing Company",Bucryus," MO"
1541,"Double Play Pilsner","American Pilsner",380,12,380,"Blue Blood Brewing Company",Lincoln," NE"
1542,"One Claw","American Pale Ale (APA)",384,12,384,"Westbrook Brewing Company","Mt. Pleasant"," SC"
1543,"Proxima IPA","American IPA",198,12,198,"Hop Valley Brewing Company",Springfield," OR"
1544,"Starr Pils","German Pilsener",383,12,383,"Starr Hill Brewery",Crozet," VA"
1545,"Blue Mountain Classic Lager","Euro Pale Lager",382,12,382,"Blue Mountain Brewery",Afton," VA"
1546,"Steel Wheels ESB","Extra Special / Strong Bitter (ESB)",382,12,382,"Blue Mountain Brewery",Afton," VA"
1547,"Full Nelson Pale Ale","American Pale Ale (APA)",382,12,382,"Blue Mountain Brewery",Afton," VA"
1548,"Slow & Steady Golden Ale","American Blonde Ale",107,12,107,"Bonfire Brewing Company",Eagle," CO"
1549,"Farmer Wirtz India Pale Ale","English India Pale Ale (IPA)",107,16,107,"Bonfire Brewing Company",Eagle," CO"
1550,"Charlie in the Rye","American IPA",351,12,351,"Westfield River Brewing Company",Westfield," MA"
1551,"Pop's Old Fashioned Lager","American Amber / Red Lager",351,12,351,"Westfield River Brewing Company",Westfield," MA"
1552,"Dog Days Summer Ale",Kölsch,164,12,164,"Round Guys Brewing",Lansdale," PA"
1554,"Bermuda Triangle Ginger Beer","Herbed / Spiced Beer",381,12,381,"Swashbuckler Brewing Company",Manheim," PA"
1555,"Sweet Yamma Jamma Ale","Fruit / Vegetable Beer",277,12,277,"Indeed Brewing Company",Minneapolis," MN"
1556,"Batch 69 IPA","American IPA",253,12,253,"Frankenmuth Brewery",Frankenmuth," MI"
1557,"Weekend Warrior Pale Ale","American Pale Ale (APA)",125,12,125,"Karbach Brewing Company",Houston," TX"
1558,"Honey Cider",Cider,234,12,234,"Harpoon Brewery",Boston," MA"
1560,"Mother in Lager","Munich Dunkel Lager",125,12,125,"Karbach Brewing Company",Houston," TX"
1561,"Double Trunk","American Double / Imperial IPA",33,16,33,"The Dudes' Brewing Company",Torrance," CA"
1562,"Grandma's Pecan","English Brown Ale",33,16,33,"The Dudes' Brewing Company",Torrance," CA"
1563,"Fall Hornin'","Pumpkin Ale",171,12,171,"Anderson Valley Brewing Company",Boonville," CA"
1564,"1800 Big Log Wheat (2012)","American Pale Wheat Ale",380,12,380,"Blue Blood Brewing Company",Lincoln," NE"
1565,"Centennial IPA","American IPA",15,12,15,"Founders Brewing Company","Grand Rapids"," MI"
1566,"Next Adventure Black IPA","American Black Ale",206,16,206,"Fort George Brewery",Astoria," OR"
1567,"Autumn Winds","Märzen / Oktoberfest",379,16,379,"Grey Sail Brewing of Rhode Island",Westerly," RI"
1568,"Killer Whale Cream Ale","Cream Ale",378,12,378,"Bold City Brewery",Jacksonville," FL"
1569,"Mad Manatee IPA","American IPA",378,12,378,"Bold City Brewery",Jacksonville," FL"
1570,"Lemon Shandy Tripel",Tripel,124,16,124,"Griffin Claw Brewing Company",Birmingham," MI"
1571,"Slow Hand Stout","American Stout",377,16,377,"Lucette Brewing Company",Menominee," WI"
1572,"KelSo India Pale Ale","American IPA",342,12,342,"KelSo Beer Company",Brooklyn," NY"
1573,"Plum St. Porter","American Porter",219,12,219,"Bozeman Brewing Company",Bozeman," MT"
1574,"Barrel Aged Farmer","American Brown Ale",365,16,365,"Great River Brewery",Davenport," IA"
1575,"Polar Night Stout","American Stout",376,16,376,"RoughTail Brewing Company","Midwest City"," OK"
1576,"RoughTail IPA","American IPA",376,16,376,"RoughTail Brewing Company","Midwest City"," OK"
1577,"12th Round","American Strong Ale",376,16,376,"RoughTail Brewing Company","Midwest City"," OK"
1578,"Lahaina Town Brown","American Brown Ale",375,12,375,"Maui Brewing Company",Lahaina," HI"
1579,OktoberBeast,"Märzen / Oktoberfest",360,12,360,"Aviator Brewing Company",Fuquay-Varina," NC"
1580,"Trolley Stop Stout","American Stout",374,12,374,"Astoria Brewing Company",Astoria," OR"
1581,"Hammer & Sickle","Russian Imperial Stout",110,12,110,"Renegade Brewing Company",Denver," CO"
1582,"Irish Channel Stout","American Stout",174,16,174,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA"
1583,"Wolfman's Berliner","Berliner Weissbier",373,12,373,"7venth Sun",Dunedin," FL"
1584,"Scruffy's Smoked Alt","Smoked Beer",29,16,29,"Cedar Creek Brewery","Seven Points"," TX"
1585,"Four Peaks Peach Ale","Fruit / Vegetable Beer",160,12,160,"Four Peaks Brewing Company",Tempe," AZ"
1586,"Fat Tire Amber Ale","American Amber / Red Ale",82,12,82,"New Belgium Brewing Company","Fort Collins"," CO"
1587,"Seven Gates Pale Ale","American Pale Ale (APA)",372,12,372,"Spring House Brewing Company",Conestoga," PA"
1588,"Sly Fox Christmas Ale 2013","Winter Warmer",371,12,371,"Sly Fox Brewing Company",Pottstown," PA"
1589,"PONTO S.I.P.A.","American IPA",370,16,370,"Pizza Port Brewing Company",Carlsbad," CA"
1590,"Pumpkin Patch Ale","Pumpkin Ale",369,16,369,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
1591,"Autumnation (2013)","American IPA",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
1592,"He Said Belgian-Style Tripel",Tripel,368,12,368,"21st Amendment Brewery","San Francisco"," CA"
1593,"He Said Baltic-Style Porter","Baltic Porter",368,12,368,"21st Amendment Brewery","San Francisco"," CA"
1594,"Maylani's Coconut Stout","American Stout",367,16,367,"Airways Brewing Company",Kent," WA"
1595,"Dagger Falls IPA","American IPA",309,12,309,"Sockeye Brewing Company",Boise," ID"
1596,"Dagger Falls IPA","American IPA",309,12,309,"Sockeye Brewing Company",Boise," ID"
1597,"Altus Bohemes Altbier",Altbier,364,12,364,"Bohemian Brewery",Midvale," UT"
1598,"Mustang Sixty-Six","American Amber / Red Lager",366,12,366,"Mustang Brewing Company",Mustang," OK"
1599,"Royal Brat","Extra Special / Strong Bitter (ESB)",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
1600,"Yunkin' Punkin'","Pumpkin Ale",356,12,356,"Manayunk Brewing Company",Philadelphia," PA"
1601,"Cold Snap",Witbier,300,12,300,"Boston Beer Company",Boston," MA"
1602,"Bear Butte Nut Brown Ale","American Brown Ale",212,12,212,"Crow Peak Brewing Company",Spearfish," SD"
1603,"Good Vibes IPA","American IPA",322,12,322,"Voodoo Brewery",Meadville," PA"
1604,"Chickawawa Lemonale","Fruit / Vegetable Beer",365,12,365,"Great River Brewery",Davenport," IA"
1605,"Festeroo Winter Ale","American Strong Ale",198,12,198,"Hop Valley Brewing Company",Springfield," OR"
1606,"Snow King Pale Ale","American Pale Ale (APA)",191,12,191,"Snake River Brewing Company",Jackson," WY"
1607,"Bohemian Export Lager","Dortmunder / Export Lager",364,12,364,"Bohemian Brewery",Midvale," UT"
1608,"Global Warmer","American Strong Ale",46,12,46,"Sixpoint Craft Ales",Brooklyn," NY"
1609,"Initial Point India Pale Ale","American IPA",313,12,313,"Slanted Rock Brewing Company",Meridian," ID"
1610,"Half Cycle IPA","American IPA",16,16,16,"Flat 12 Bierwerks",Indianapolis," IN"
1611,"Better Half","American IPA",363,12,363,Mikkeller,Pottstown," PA"
1612,"Keeper (Current)","American Pilsner",363,12,363,Mikkeller,Pottstown," PA"
1613,Gyptoberfest,"Märzen / Oktoberfest",107,12,107,"Bonfire Brewing Company",Eagle," CO"
1614,"Wood Splitter Pilsner","Czech Pilsener",107,16,107,"Bonfire Brewing Company",Eagle," CO"
1615,"The 12th Can™","American Pale Ale (APA)",362,16,362,"Hilliard's Beer",Seattle," WA"
1616,"Pumpkin Porter","American Porter",160,12,160,"Four Peaks Brewing Company",Tempe," AZ"
1617,"Morgan Street Oktoberfest","Märzen / Oktoberfest",326,12,326,"Morgan Street Brewery","Saint Louis"," MO"
1618,"Pumpkin Ale","Pumpkin Ale",361,12,361,"Wild Onion Brewing Company","Lake Barrington"," IL"
1619,"Hop Slayer Double IPA","American Double / Imperial IPA",361,12,361,"Wild Onion Brewing Company","Lake Barrington"," IL"
1620,"Pumpkin Beast","Pumpkin Ale",360,12,360,"Aviator Brewing Company",Fuquay-Varina," NC"
1621,"Hop Drop 'N Roll IPA","American IPA",359,16,359,"NoDa Brewing Company",Charlotte," NC"
1622,"Jam Session","American Pale Ale (APA)",359,16,359,"NoDa Brewing Company",Charlotte," NC"
1623,"Lift Off IPA","American IPA",358,16,358,"Daredevil Brewing Company",Shelbyville," IN"
1624,"Manayunk IPA","American IPA",356,12,356,"Manayunk Brewing Company",Philadelphia," PA"
1625,"Belgian Style Session Ale","Belgian Pale Ale",356,12,356,"Manayunk Brewing Company",Philadelphia," PA"
1626,"Manayunk Oktoberfest","Märzen / Oktoberfest",356,12,356,"Manayunk Brewing Company",Philadelphia," PA"
1627,"Cleveland Beer Week 2013","Munich Helles Lager",357,16,357,"Buckeye Brewing",Cleveland," OH"
1628,"Festivus (1)","Winter Warmer",356,12,356,"Manayunk Brewing Company",Philadelphia," PA"
1629,"Rebel IPA","American IPA",300,16,300,"Boston Beer Company",Boston," MA"
1630,"Night Cat (2014)","American Dark Wheat Ale",74,12,74,"Two Brothers Brewing Company",Warrenville," IL"
1631,Brontide,"American Black Ale",255,12,255,"Stillwater Artisanal Ales",Baltimore," MD"
1632,"In the Weeds","American Pale Wheat Ale",175,12,175,"Spiteful Brewing Company",Chicago," IL"
1633,"Fat Badger","Irish Red Ale",175,12,175,"Spiteful Brewing Company",Chicago," IL"
1634,"Alley Time","American Pale Ale (APA)",175,12,175,"Spiteful Brewing Company",Chicago," IL"
1635,"Kilt Lifter","Scotch Ale",160,12,160,"Four Peaks Brewing Company",Tempe," AZ"
1636,"Local 5 Pale Ale","American Pale Ale (APA)",355,16,355,"Pikes Peak Brewing Company",Monument," CO"
1637,"Bellingham Beer Week 2013 Collaboration","Belgian Strong Dark Ale",354,16,354,"Kulshan Brewery",Bellingham," WA"
1638,"Aslan Amber","American Amber / Red Ale",353,16,353,"Aslan Brewing Company",Bellingham," WA"
1639,"Aslan IPA","American IPA",353,16,353,"Aslan Brewing Company",Bellingham," WA"
1640,"Aslan Kölsch",Kölsch,353,16,353,"Aslan Brewing Company",Bellingham," WA"
1641,"Better Weather IPA","American IPA",240,16,240,"Golden Road Brewing","Los Angeles"," CA"
1642,"Bleeding Buckeye Red Ale","Extra Special / Strong Bitter (ESB)",352,16,352,"Elevator Brewing Company",Columbus," OH"
1643,"Banner American Ale","American Amber / Red Ale",318,12,318,"Banner Beer Company",Williamsburg," MA"
1644,"Banner American Rye","Rye Beer",318,12,318,"Banner Beer Company",Williamsburg," MA"
1645,"Westfield Octoberfest","Märzen / Oktoberfest",351,12,351,"Westfield River Brewing Company",Westfield," MA"
1646,"Catch 23","American Black Ale",350,16,350,"Central Coast Brewing Company","San Luis Obispo"," CA"
1647,"Terrace Hill Double IPA","American Double / Imperial IPA",350,16,350,"Central Coast Brewing Company","San Luis Obispo"," CA"
1648,"Lucky Day IPA","American IPA",350,16,350,"Central Coast Brewing Company","San Luis Obispo"," CA"
1649,"Chai Ale","Herbed / Spiced Beer",350,16,350,"Central Coast Brewing Company","San Luis Obispo"," CA"
1650,"Arkansas Red","American Amber / Red Ale",139,12,139,"Core Brewing & Distilling Company",Springdale," AR"
1651,"Maize & Blueberry","Fruit / Vegetable Beer",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
1652,"White Cap White IPA","American White IPA",349,16,349,"Hinterland Brewery","Green Bay"," WI"
1653,"The Long Thaw White IPA","American White IPA",234,12,234,"Harpoon Brewery",Boston," MA"
1654,"Hop Bomber Rye Pale Ale","American Pale Ale (APA)",321,16,321,"Rivertown Brewing Company",Lockland," OH"
1655,"Double Dagger Imperial IPA","American Double / Imperial IPA",309,12,309,"Sockeye Brewing Company",Boise," ID"
1656,"Wee Muckle","Scotch Ale / Wee Heavy",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
1657,"Leprechaun Lager","American Pale Lager",348,12,348,"Four Horsemen Brewing Company","South Bend"," IN"
1658,Cack-A-Lacky,"American Pale Ale (APA)",347,12,347,"Fullsteam Brewery",Durham," NC"
1659,"Evo IPA","American IPA",190,12,190,"Two Beers Brewing Company",Seattle," WA"
1660,"Immersion Amber","American Amber / Red Ale",190,12,190,"Two Beers Brewing Company",Seattle," WA"
1661,"Trailhead ISA","American IPA",190,12,190,"Two Beers Brewing Company",Seattle," WA"
1662,"Wet Hot American Wheat Ale","American Pale Wheat Ale",256,16,256,"Finch's Beer Company",Chicago," IL"
1663,"Nuclear Winter","Belgian Strong Dark Ale",256,16,256,"Finch's Beer Company",Chicago," IL"
1664,"Sobek & Set","American Black Ale",256,16,256,"Finch's Beer Company",Chicago," IL"
1665,"King Street Blonde Ale","American Blonde Ale",102,12,102,"King Street Brewing Company",Anchorage," AK"
1666,"King Street Hefeweizen",Hefeweizen,102,12,102,"King Street Brewing Company",Anchorage," AK"
1667,"King Street IPA","American IPA",102,12,102,"King Street Brewing Company",Anchorage," AK"
1668,"Overcast Espresso Stout","American Stout",150,12,150,"Oakshire Brewing",Eugene," OR"
1669,"Oakshire Amber Ale","American Amber / Red Ale",150,12,150,"Oakshire Brewing",Eugene," OR"
1670,"Manzanita Pale Ale","American Pale Ale (APA)",346,12,346,"Manzanita Brewing Company",Santee," CA"
1671,"Gillespie Brown Ale","American Brown Ale",346,12,346,"Manzanita Brewing Company",Santee," CA"
1672,"Riverwalk Blonde Ale","American Blonde Ale",346,12,346,"Manzanita Brewing Company",Santee," CA"
1673,"Manzanita IPA","American IPA",346,12,346,"Manzanita Brewing Company",Santee," CA"
1674,"Chaotic Double IPA","American Double / Imperial IPA",346,12,346,"Manzanita Brewing Company",Santee," CA"
1675,"Madra Allta","American IPA",345,12,345,"Lavery Brewing Company",Erie," PA"
1676,"Troopers Alley IPA","American IPA",344,12,344,"Wolf Hills Brewing Company",Abingdon," VA"
1677,"The Great Return","American IPA",343,16,343,"Hardywood Park Craft Brewery",Richmond," VA"
1678,"KelSo Nut Brown Lager","Euro Dark Lager",342,12,342,"KelSo Beer Company",Brooklyn," NY"
1679,"Squatters Full Suspension Pale Ale","American Pale Ale (APA)",302,12,302,"Utah Brewers Cooperative","Salt Lake City"," UT"
1680,"Squatters Hop Rising Double IPA (2014)","American Double / Imperial IPA",302,12,302,"Utah Brewers Cooperative","Salt Lake City"," UT"
1681,"Wasatch Apricot Hefeweizen","Fruit / Vegetable Beer",302,12,302,"Utah Brewers Cooperative","Salt Lake City"," UT"
1682,"Wasatch Ghostrider White IPA (2014)","American White IPA",302,12,302,"Utah Brewers Cooperative","Salt Lake City"," UT"
1683,"Dread Brown Ale","American Brown Ale",252,12,252,"Santa Cruz Mountain Brewing","Santa Cruz"," CA"
1684,"Hula Hoppie Session IPA","American IPA",341,12,341,"Palisade Brewing Company",Palisade," CO"
1685,"Category 3 IPA","American IPA",340,12,340,"Due South Brewing Company","Boynton Beach"," FL"
1686,"Irregardless IPA","American IPA",298,12,298,"Liquid Hero Brewery",York," PA"
1687,"Schweet Ale","Fruit / Vegetable Beer",298,12,298,"Liquid Hero Brewery",York," PA"
1688,"American Hero","American Amber / Red Ale",298,12,298,"Liquid Hero Brewery",York," PA"
1689,"Snowcat Coffee Stout","American Stout",63,12,63,"Crazy Mountain Brewing Company",Edwards," CO"
1690,"Sunshine Wheat Beer","American Pale Wheat Ale",82,12,82,"New Belgium Brewing Company","Fort Collins"," CO"
1691,"Stir Crazy Winter Ale","Winter Warmer",277,12,277,"Indeed Brewing Company",Minneapolis," MN"
1692,"Hopped on the High Seas (Ahtanum)","American IPA",141,12,141,"Cigar City Brewing Company",Tampa," FL"
1693,"Hopped on the High Seas (Citra)","American IPA",141,12,141,"Cigar City Brewing Company",Tampa," FL"
1695,"Wiregrass Post-Prohibition Ale","American Pale Ale (APA)",141,12,141,"Cigar City Brewing Company",Tampa," FL"
1696,Hi-Res,"American Double / Imperial IPA",46,12,46,"Sixpoint Craft Ales",Brooklyn," NY"
1697,"Be Hoppy IPA","American IPA",339,16,339,"Wormtown Brewery",Worcester," MA"
1698,"Wolf Among Weeds IPA","American IPA",240,16,240,"Golden Road Brewing","Los Angeles"," CA"
1699,"Great Crescent Blonde Ale","American Blonde Ale",165,16,165,"Great Crescent Brewery",Aurora," IN"
1700,"Aurora Lager","Dortmunder / Export Lager",165,16,165,"Great Crescent Brewery",Aurora," IN"
1701,"Great Crescent IPA","American IPA",165,16,165,"Great Crescent Brewery",Aurora," IN"
1702,"Bourbon Barrel Aged Coconut Porter","American Porter",165,16,165,"Great Crescent Brewery",Aurora," IN"
1703,"Uncle John's Apricot Apple Cider",Cider,338,16,338,"Uncle John's Fruit House Winery","St. John's"," MI"
1704,"Uncle John's Apple Cherry Cider",Cider,338,16,338,"Uncle John's Fruit House Winery","St. John's"," MI"
1705,"Wick For Brains","Pumpkin Ale",337,12,337,"Nebraska Brewing Company",Papillion," NE"
1706,"King Street Pilsner","Czech Pilsener",102,12,102,"King Street Brewing Company",Anchorage," AK"
1707,Snapshot,"American Pale Wheat Ale",82,16,82,"New Belgium Brewing Company","Fort Collins"," CO"
1708,"Taster's Choice",Doppelbock,264,12,264,"Ska Brewing Company",Durango," CO"
1709,"420 Extra Pale Ale","American Pale Ale (APA)",49,12,49,"SweetWater Brewing Company",Atlanta," GA"
1710,"SweetWater IPA","American IPA",49,12,49,"SweetWater Brewing Company",Atlanta," GA"
1711,"Moose Drool Brown Ale","American Brown Ale",336,12,336,"Big Sky Brewing Company",Missoula," MT"
1712,"Montana Trout Slayer Ale","American Pale Wheat Ale",336,12,336,"Big Sky Brewing Company",Missoula," MT"
1713,"Scape Goat Pale Ale","English Pale Ale",336,12,336,"Big Sky Brewing Company",Missoula," MT"
1714,"Big Sky IPA","American IPA",336,12,336,"Big Sky Brewing Company",Missoula," MT"
1716,"Sexy Chaos","Russian Imperial Stout",317,16,317,"Marshall Wharf Brewing Company",Belfast," ME"
1717,"Tug Pale Ale","American Pale Ale (APA)",317,16,317,"Marshall Wharf Brewing Company",Belfast," ME"
1718,"Firemans #4 Blonde Ale (2013)","American Blonde Ale",128,12,128,"Real Ale Brewing Company",Blanco," TX"
1719,"King Winterbolt Winter Ale","Winter Warmer",331,12,331,"Catawba Brewing Company",Morganton," NC"
1720,"Ghose Drifter Pale Ale","American Pale Ale (APA)",148,12,148,"Odyssey Beerwerks",Arvada," CO"
1721,"Heliocentric Hefeweizen",Hefeweizen,148,12,148,"Odyssey Beerwerks",Arvada," CO"
